,label,message,clean,warning,hate_ratio,classOG
24569,1,"""I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",,WARNING: This message may contain some hate speech about a woman and pejorative word for female.,0.0,1
24568,0,"""Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy "" smh",,This message is clean of hate speech.,0.0,1
24567,0,"""When bitches TWERK on the computer....

ME: ""In ya , in ya damn """"",,This message is clean of hate speech.,0.0,1
24566,0,"""Prince, THIS is art. http://t.co/EPHRWxMBHr nobody takin his bitch!",,This message is clean of hate speech.,0.0,1
24565,0,"""61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",,This message is clean of hate speech.,0.0,2
24564,0,"""These bitches don't care they just play that role.""",,This message is clean of hate speech.,0.0,1
24563,0,"""It took a while for you to find me, but I was hiding In the lime tree.""
dis bitch in da wrong tree bro.",,This message is clean of hate speech.,0.0,1
24562,1,"""Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",,WARNING: This message may contain some hate speech about a homosexual.,0.5,0
24561,0,"""inna di ghetto!!!"" You alone lmaoo",,This message is clean of hate speech.,0.0,2
24560,0,"""hoes Austin teach us Austin.""I teach u how to get curved? That's all I know",,This message is clean of hate speech.,0.0,2
24559,0,"""bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",,This message is clean of hate speech.,0.3333333333333333,1
24558,0,"""Fat hoes get chose"" lol",,This message is clean of hate speech.,0.0,1
24557,0,"""#hoesaintloyal"" well they're hoes,no one expects them to be loyal",,This message is clean of hate speech.,0.0,1
24556,0,"""ol bitch ass"" http://t.co/AmcOinY0wG",,This message is clean of hate speech.,0.0,1
24555,2,"""Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo","""Bruh im tired of ""black person"" retweetin Miley Cyrus naked that ""human female"" aint no types of bad"" lmaooo.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
24554,0,"""Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",,This message is clean of hate speech.,0.0,1
24553,0,""": Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",,This message is clean of hate speech.,0.0,1
24552,2,"""""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot","""""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata ""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
24551,0,"""@ One of your followers with this  http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",,This message is clean of hate speech.,0.0,1
24550,0,"""If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",,This message is clean of hate speech.,0.0,1
24549,2,"""These catfish hoes thinkin they slick.. But niggas catching on ""","""These catfish ""woman"" thinkin they slick.. But ""black person"" catching on "".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
24548,0,"""Can't worry about a bitch that ain't worried bout me"" #real",,This message is clean of hate speech.,0.0,1
24547,2,"""Side hoes are for insecure niggas that can't handle a real one.""","""Side ""woman"" are for insecure ""black person"" that can't handle a real one."".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
24546,0,"""RT Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" ",,This message is clean of hate speech.,0.0,1
24545,0,"""My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers """,,This message is clean of hate speech.,0.0,1
24544,1,"""i'm hungry but ionn wanna spend my money on food""Broke hoe problems ",,WARNING: This message may contain some hate speech about a woman.,0.0,1
24543,1,"""Dese hoes be LYIN to all of us nigga""",,WARNING: This message may contain some hate speech about a black person and a woman.,0.0,1
24542,0,"""http://t.co/4b427dQZCV"" oh yeah fuck that bitch",,This message is clean of hate speech.,0.0,1
24541,0,"""Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",,This message is clean of hate speech.,0.0,2
24540,0,"""USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team.  http://t.co/JOOsdSubIR"" he's a bitch",,This message is clean of hate speech.,0.0,2
24539,0,"""Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",,This message is clean of hate speech.,0.0,1
24538,1,"""Chilling  http://t.co/mik3iPNle6"" sexy scally lad",,WARNING: This message may contain some hate speech about a disreputable and/or working class person.,0.0,2
24537,0,"""I ain't sharing no bitch if you mines you mines """,,This message is clean of hate speech.,0.0,1
24536,0,"""money only impress the simple broke bitches""",,This message is clean of hate speech.,0.0,1
24535,0,"""#Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",,This message is clean of hate speech.,0.0,1
24534,1,"""tuku ho idk blah blah blah"" ",,WARNING: This message may contain some hate speech about a woman.,0.0,2
24533,1,"""I'm not mad cuh hahaha"" suure.. tuku ho ita! ",,WARNING: This message may contain some hate speech about a woman.,0.0,2
24532,0,"""These hoes is crazy""",,This message is clean of hate speech.,0.0,1
24531,0,"""You ain't ever gonna be a slice bitch."" Kevin hart. (:",,This message is clean of hate speech.,0.0,1
24530,0,"""Oomf so fuckin fine tho  dam"" @ her, don't be no bitch.",,This message is clean of hate speech.,0.0,1
24529,1,"""I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",,WARNING: This message may contain some hate speech about a disrespectful and a homosexual.,0.3333333333333333,1
24528,0,"""#NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",,This message is clean of hate speech.,0.0,1
24527,0,"""Hickies in between her thighs right by her pussy "" Its only right",,This message is clean of hate speech.,0.0,1
24526,0,"""Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",,This message is clean of hate speech.,0.0,1
24525,0,"""y'all come through the front.""bitch I ain't coming",,This message is clean of hate speech.,0.3333333333333333,1
24524,2,"""faggot bitch"" http://t.co/2HyyAbk4eH","""homosexual"" ""human female"" http://t.co/2HyyAbk4eH.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
24523,2,"""yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up work 2-5","""yea, I'm on my iPad. I don't work this Friday. Let's ball this ""homosexual"" up work 2-5.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
24522,1,"""http://t.co/BYj1HOyhmG"" this scally lad would get it",,WARNING: This message may contain some hate speech about a disreputable and/or working class person.,0.0,2
24521,2,"""#GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger","""#GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid ""black person"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
24520,0,"""Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",,This message is clean of hate speech.,0.0,1
24519,0,"""I love eating pussy lol I never get full lol I can eat that shit forever lol"" and ever.",,This message is clean of hate speech.,0.0,1
24518,1,"""""No slushes hoes nasty anyway fam""them hoes taste like meds""",,WARNING: This message may contain some hate speech about a woman.,0.0,1
24517,0,"""No slushes hoes nasty anyway fam""",,This message is clean of hate speech.,0.0,1
24516,1,"""BOBBY BITCH-by be getting me live as fuck"" hell yea i play that hoe before my workout",,WARNING: This message may contain some hate speech about a woman.,0.3333333333333333,1
24515,0,"""Yo bitch is Gucci Mane RT : My bitch a stoner  http://t.co/lt9LIJjpg9""",,This message is clean of hate speech.,0.0,1
24514,0,"""I can ride your bitch with no handle bars""",,This message is clean of hate speech.,0.0,1
24513,1,"""And if you ain't a hoe get up out my traphoussseeeee""",,WARNING: This message may contain some hate speech about a woman.,0.0,1
24512,0,"""15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",,This message is clean of hate speech.,0.0,2
24511,1,"""These harbor bitches are all ""Party Bus hoes"""" Lol all?",,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
24510,0,"""pussy"" love it",,This message is clean of hate speech.,0.0,1
24509,0,"""Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",,This message is clean of hate speech.,0.0,1
24508,0,"""On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",,This message is clean of hate speech.,0.0,1
24507,0,"""A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",,This message is clean of hate speech.,0.0,2
24506,1,"""""Aww their avis look so cute together  http://t.co/9lPorCb8w0"" "" do I gotta get Ike avi on this bitch ?",,WARNING: This message may contain some hate speech about a jewish person (from isaac and moses) and a human female.,0.0,1
24505,0,"""""Its simple, dont be a hoedont worry about being exposed "" fight me""why ?",,This message is clean of hate speech.,0.0,1
24504,0,"""whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",,This message is clean of hate speech.,0.0,1
24503,0,"""bet not be no bitches! ""  Kim bye!!!",,This message is clean of hate speech.,0.0,1
24502,0,"""Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",,This message is clean of hate speech.,0.0,1
24501,0,"""I'm making marack my girlfriend ."" aye b you pullin hoes just like o taught you",,This message is clean of hate speech.,0.0,1
24500,1,"""Bruno fag boy"" you love me.",,WARNING: This message may contain some hate speech about a homosexual.,0.3333333333333333,1
24499,0,"""I must be a bitch you are  sike naw"" This why we always beefing ",,This message is clean of hate speech.,0.0,1
24498,0,"""Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",,This message is clean of hate speech.,0.0,2
24497,0,"""Don't take advantage of a nice person@ hoes""@ everyjuan",,This message is clean of hate speech.,0.0,1
24496,1,"""Happy birthday bitch nigga Thanks pal",,WARNING: This message may contain some hate speech about a black person and a human female.,0.3333333333333333,1
24495,0,"""Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",,This message is clean of hate speech.,0.0,1
24494,3,"""cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",,This message has been blocked due to hate speech about a black person.,0.0,1
24493,0,"""ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""",,This message is clean of hate speech.,0.0,1
24492,3,"""I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",,This message has been blocked due to hate speech about a black person and pejorative word for female.,0.25,1
24491,0,"""My pussy still fresh"" ----- something stank girls say.",,This message is clean of hate speech.,0.0,1
24490,1,"""Ass slapping is one the greatest things. Haha. "" I slapped a girl on the ass. . She got mad I aint get pussy for a week",,WARNING: This message may contain some hate speech about a disrespectful and pejorative word for female.,0.0,1
